Source	Data
N5584	25.8231
N5584	23.9425
N5584	25.5263
N5584	24.8256
N5584	23.1886
N5584	23.8858
N5584	24.0169
N5584	23.3711
N5584	24.4125
N5584	24.2775
N5584	22.6281
N5584	24.7622
N5584	24.6678
N5584	24.1627
N5584	23.0953
N5584	24.9513
N5584	24.2611
N5584	25.6118
N5584	23.9109
N5584	23.1236
N5584	24.7057
N5584	25.3809
N5584	23.7074
N5584	24.9737
N5584	23.9297
N5584	22.5336
N5584	23.3027
N5584	24.0961
N5584	24.1648
N5584	24.4431
N5584	23.9302
N5584	23.148
N5584	24.0786
N5584	24.5237
N5584	23.8848
N5584	24.7164
N5584	25.406
N5584	23.7942
N5584	23.8574
N5584	25.1143
N5584	24.5664
N5584	22.9529
N5584	24.4422
N5584	24.4689
N5584	23.7228
N5584	24.6276
N5584	24.9597
N5584	24.4535
N5584	23.6992
N5584	24.1143
N5584	23.295
N5584	24.5043
N5584	24.5513
N5584	24.4247
N5584	23.2078
N5584	24.0903
N5584	23.2312
N5584	24.0841
N5584	25.325
N5584	25.2878
N5584	26.037
N5584	24.0692
N5643	23.1914
N5643	22.4446
N5643	23.8098
N5643	23.2509
N5643	22.2058
N5643	23.9126
N5643	24.0471
N5643	23.8754
N5643	24.2023
N5643	23.4377
N5643	23.7481
N5643	21.5659
N5643	22.7895
N5643	23.6194
N5643	23.7256
N5643	23.295
N5643	22.9798
N5643	23.6946
N5643	23.229
N5643	24.0996
N5643	23.0718
N5643	23.7634
N5643	21.7426
N5643	23.5609
N5643	23.0945
N5643	22.8577
N5643	22.1383
N5643	22.9799
N5643	24.1992
N5643	22.4395
N5643	22.6557
N5643	22.7465
N5643	22.2252
N5643	22.9136
N5643	23.422
N5643	23.5846
N5643	21.8811
N5643	21.4924
N5643	24.0719
N5643	23.7058
N5643	23.6102
N5643	23.6935
N5643	22.6456
N5643	22.9136
N5643	23.837
N5643	22.8869
N5643	23.3185
N5643	23.4307
N5643	24.234
N5643	24.3327
N5643	23.0563
N5643	22.6292
N5643	22.6499
N5643	22.752
N5643	22.4844
N5643	21.9401
N5643	23.1371
N5643	21.4272
N5643	21.9737
N5643	23.7205
N5643	23.1152
N5643	23.1445
N5643	22.9441
N5643	21.7461
N5643	23.3767
N5643	22.6813
N5643	23.6861
N5643	22.9515
N5643	23.515
N5643	23.4578
N5643	22.3885
N5643	23.8981
N5643	23.6601
N5643	23.6853
N5643	23.4995
N5643	21.3397
N5643	23.6506
N5643	23.7679
N5643	23.5509
N5643	24.2383
N5643	21.9192
N5643	23.1494
N5643	22.6592
N5643	23.165
N5643	24.0797
N5643	23.2409
N5643	22.3076
N5643	24.0216
N5643	23.6568
N5643	22.9055
N5643	21.8645
N5643	22.7601
N5643	23.332
N5643	23.7556
N5643	22.7909
N5643	24.0758
N5643	24.2713
N5643	22.1704
N5643	22.2689
N5643	23.2169
N5643	24.1747
N5643	22.2187
N5643	22.4849
N5643	23.7682
N5643	23.9784
N5643	22.8983
N5643	23.7869
N5643	24.2439
N5643	21.9254
N5643	23.2167
N5643	23.2652
N5643	23.6965
N5643	21.7731
N5643	23.0402
N5643	22.8615
N5643	22.0544
N5643	22.2619
N5643	24.0842
N5643	22.9464
N5643	22.4869
N5643	22.0946
N5643	22.9926
N5643	22.5065
N5643	23.1273
N5643	23.8817
N5643	23.2949
N5643	21.5727
N5643	23.5368
N5643	22.9922
N5643	23.0477
N5643	21.9538
N5643	23.0688
N5643	22.9086
N5643	22.5513
N5643	23.6109
N5643	22.2904
N5643	23.5071
N5643	22.6628
N5643	21.7959
N5643	23.3405
N5643	23.6088
N5643	23.7126
N5643	23.1133
N5643	23.1295
N5643	22.546
N5643	23.0644
N5643	22.4416
N5643	23.4627
N5643	22.4878
N5643	23.2585
N5643	21.6372
N5643	22.9736
N5643	21.8912
N5643	23.8223
N5643	23.9722
N5643	22.6203
N5643	23.7451
N5643	21.9237
N5643	23.6944
N5643	23.2179
N5643	22.1963
N5643	22.8933
N5643	23.4596
N5643	24.2675
N5643	21.3136
N5643	24.2021
N5643	22.786
N5643	23.6766
N5643	23.2848
N5643	22.6282
N5643	23.4851
N5643	23.5678
N5643	22.9368
N5643	22.8046
N5643	23.1822
N5643	22.2896
N5643	22.6153
N5643	23.4814
N5643	22.5635
N5643	22.9923
N5643	21.6382
N5643	22.8256
N5643	23.3566
N5643	23.1296
N5643	23.6154
N5643	24.3348
N5643	22.5502
N5643	23.5873
N5643	22.1866
N5643	23.8495
N5643	22.1504
N5643	23.2713
N5643	23.6525
N5643	23.3038
N5643	22.3614
N5643	24.0284
N5643	22.1312
N5643	24.1887
N5643	23.2716
N5643	23.7461
N5643	23.2482
N5643	24.3197
N5643	23.5919
N5643	23.9749
N5643	23.2991
N5643	22.9247
N5643	24.2265
N5643	23.7211
N5643	22.3958
N5643	22.0618
N5643	23.5407
N5643	21.7373
N5643	22.5117
N5643	23.1627
N5643	23.6745
N5643	23.6102
N5643	23.9239
N5643	24.1058
N5643	22.9911
N5643	23.0378
N5643	22.9581
N5643	22.9656
N5643	23.0876
N5643	23.1646
N5643	23.7011
N5643	23.6042
N5643	23.1521
N5643	23.0109
N5643	23.0035
N5643	23.224
N5643	23.1758
N5643	21.7321
N5643	21.7243
N5643	23.0817
N5643	23.6894
N5643	23.0661
N5643	22.9555
N5643	23.2681
N5643	21.3659
N5643	22.7704
N5643	22.6604
N5643	22.0989
N5643	24.3546
N5643	22.6663
N5643	23.2744
N5643	23.9208
N5643	23.5428
N5643	23.5535
N5643	23.7099
N5643	23.0667
N5643	23.4094
N5728	24.5122
N5728	25.8259
N5728	25.0659
N5728	24.7735
N5728	26.8503
N5728	25.3757
N5728	25.4931
N5728	25.0362
N5728	25.594
N5728	23.959
N5728	25.2507
N5728	24.9375
N5728	25.5557
N5728	25.8465
N5728	24.1454
N5728	25.4408
N5728	24.3352
N5728	24.0171
N5728	25.0527
N5728	25.183
N5861	24.6837
N5861	24.9444
N5861	23.6886
N5861	23.5632
N5861	24.7583
N5861	24.4531
N5861	23.1796
N5861	24.1248
N5861	24.2431
N5861	23.6672
N5861	25.5863
N5861	24.3419
N5861	23.4533
N5861	24.2975
N5861	24.9431
N5861	25.5781
N5861	24.6564
N5861	23.8457
N5861	24.6098
N5861	24.439
N5861	24.4564
N5861	23.1802
N5861	23.7364
N5861	23.3955
N5861	24.9359
N5861	23.2326
N5861	24.8202
N5861	25.014
N5861	24.3709
N5861	23.9762
N5861	25.1804
N5861	22.8968
N5861	24.0487
N5861	24.07
N5861	23.9079
N5861	24.344
N5861	23.7568
N5861	24.0736
N5861	24.2566
N5861	23.7863
N5861	25.3788
N5917	25.0171
N5917	25.6392
N5917	23.6432
N5917	24.0897
N5917	24.7904
N5917	24.6257
N5917	24.9629
N5917	24.068
N5917	25.237
N5917	23.8926
N5917	24.2089
N5917	23.4744
N5917	25.4719
N5917	25.1991
N7250	24.2275
N7250	24.1056
N7250	23.4594
N7250	23.3545
N7250	24.9369
N7250	23.1635
N7250	23.1321
N7250	23.4317
N7250	22.5581
N7250	22.4919
N7250	25.1887
N7250	24.5813
N7250	25.6683
N7250	23.1447
N7250	23.9884
N7250	25.636
N7250	23.8642
N7250	24.813
N7250	24.9162
N7250	24.416
N7250	25.777
N7329	26.3618
N7329	24.2517
N7329	26.1326
N7329	26.4245
N7329	26.6706
N7329	26.4232
N7329	24.7545
N7329	25.6401
N7329	24.3702
N7329	24.8891
N7329	24.3067
N7329	24.8992
N7329	24.7331
N7329	24.0852
N7329	24.8078
N7329	24.1393
N7329	24.8708
N7329	24.3845
N7329	24.2301
N7329	24.8825
N7329	25.3107
N7329	24.7694
N7329	25.0137
N7329	24.7716
N7329	24.5247
N7329	25.4864
N7329	24.8602
N7329	24.5333
N7329	24.7352
N7329	24.7255
N7329	24.5982
N7541	24.2033
N7541	24.8854
N7541	24.1181
N7541	23.5495
N7541	23.914
N7541	24.1858
N7541	24.8619
N7541	23.9418
N7541	23.8677
N7541	24.1703
N7541	25.4953
N7541	24.7653
N7541	24.2441
N7541	25.3424
N7541	22.998
N7541	24.3534
N7541	24.6443
N7541	24.3899
N7541	25.884
N7541	24.3782
N7541	23.4038
N7541	24.0471
N7541	25.2024
N7541	25.0147
N7541	24.868
N7541	24.3768
N7541	24.9063
N7541	24.1923
N7541	23.5796
N7541	25.4113
N7541	24.7754
N7541	23.8393
N7541	24.0467
N7678	25.3376
N7678	24.4641
N7678	25.9274
N7678	25.8281
N7678	25.4955
N7678	24.868
N7678	24.8224
N7678	25.3089
N7678	25.8084
N7678	24.7745
N7678	25.6415
N7678	25.2597
N7678	26.4398
N7678	25.2573
N7678	24.2547
N7678	25.8645
N976A	26.5612
N976A	25.2978
N976A	25.7245
N976A	26.4494
N976A	25.5164
N976A	26.8614
N976A	27.1838
N976A	25.2608
N976A	25.9989
N976A	25.9557
N976A	25.5221
N976A	26.4503
N976A	26.6178
N976A	25.7362
N976A	26.2316
N976A	25.6393
N976A	25.6113
N976A	25.4478
N976A	25.9163
N976A	25.8596
N976A	25.9853
N976A	25.4613
N976A	25.9451
N976A	25.7181
N976A	25.8135
N976A	26.1128
N976A	27.2718
N976A	25.684
N976A	24.9481
N976A	26.7429
N976A	25.2403
N976A	26.8083
N976A	25.8163
U9391	25.4903
U9391	25.8543
U9391	25.8482
U9391	25.067
U9391	25.1308
U9391	25.3319
U9391	23.7881
U9391	23.9246
U9391	25.3843
U9391	25.7861
U9391	25.0315
U9391	25.0606
U9391	24.9786
U9391	25.4511
U9391	25.7737
U9391	25.2815
U9391	24.3896
U9391	25.4737
U9391	24.8317
U9391	24.1247
U9391	24.5749
U9391	24.3311
U9391	24.4936
U9391	25.7213
U9391	24.6981
U9391	25.3441
U9391	25.301
U9391	24.6636
U9391	25.7605
U9391	25.4206
U9391	24.4249
U9391	25.0636
U9391	25.8903
N4258	21.3556
N4258	22.4587
N4258	22.9652
N4258	23.4943
N4258	22.6386
N4258	23.3274
N4258	21.8485
N4258	22.9954
N4258	23.0522
N4258	20.8264
N4258	21.5866
N4258	23.1722
N4258	22.6068
N4258	22.749
N4258	22.8041
N4258	24.3148
N4258	22.7199
N4258	23.4216
N4258	23.0221
N4258	24.0113
N4258	22.9932
N4258	23.9548
N4258	23.2832
N4258	22.9924
N4258	23.5159
N4258	22.6127
N4258	23.5707
N4258	21.9352
N4258	24.2056
N4258	22.0673
N4258	23.1949
N4258	23.7632
N4258	23.0187
N4258	23.1541
N4258	24.5253
N4258	22.3554
N4258	23.2039
N4258	24.9193
N4258	24.1078
N4258	24.1387
N4258	23.7312
N4258	23.6549
N4258	24.7024
N4258	22.5592
N4258	23.3713
N4258	22.0334
N4258	24.2076
N4258	24.7156
N4258	22.1036
N4258	24.689
N4258	22.4398
N4258	23.0598
N4258	23.6642
N4258	23.3277
N4258	24.7905
N4258	24.6153
N4258	24.1582
N4258	23.4861
N4258	24.134
N4258	24.059
N4258	24.8576
N4258	24.4029
N4258	23.6737
N4258	24.4848
N4258	22.8561
N4258	22.9833
N4258	24.3092
N4258	23.476
N4258	22.0897
N4258	22.9417
N4258	24.5782
N4258	22.3857
N4258	22.8868
N4258	24.2309
N4258	22.8196
N4258	24.1271
N4258	23.7787
N4258	23.4217
N4258	24.0276
N4258	23.1402
N4258	24.6636
N4258	22.5527
N4258	24.1337
N4258	24.0072
N4258	24.9277
N4258	23.6936
N4258	23.9221
N4258	23.7659
N4258	24.7269
N4258	24.0819
N4258	23.9639
N4258	24.3071
N4258	25.5742
N4258	22.9823
N4258	22.8954
N4258	24.3442
N4258	23.8119
N4258	23.6963
N4258	24.3258
N4258	24.1743
N4258	24.232
N4258	24.0763
N4258	25.2135
N4258	24.561
N4258	24.3167
N4258	23.351
N4258	23.4875
N4258	24.7793
N4258	24.0374
N4258	22.6667
N4258	23.5299
N4258	23.9384
N4258	23.6878
N4258	23.4455
N4258	24.5222
N4258	24.504
N4258	22.7995
N4258	24.089
N4258	24.6321
N4258	24.4719
N4258	24.1994
N4258	23.3267
N4258	23.4127
N4258	21.5015
N4258	24.5313
N4258	21.6669
N4258	23.5558
N4258	22.6631
N4258	24.024
N4258	22.3676
N4258	24.585
N4258	22.3524
N4258	21.9932
N4258	22.7888
N4258	23.2302
N4258	24.0541
N4258	23.3565
N4258	22.5528
N4258	23.8343
N4258	24.0896
N4258	24.7672
N4258	23.504
N4258	22.9413
N4258	22.4835
N4258	22.9772
N4258	24.7807
N4258	24.1269
N4258	24.3722
N4258	22.5723
N4258	22.7091
N4258	22.2035
N4258	21.2917
N4258	23.7669
N4258	22.5781
N4258	23.8036
N4258	22.7234
N4258	20.9545
N4258	22.8012
N4258	21.6904
N4258	23.3458
N4258	23.7382
N4258	22.2089
N4258	23.6826
N4258	21.9039
N4258	22.6743
N4258	22.9181
N4258	22.5805
N4258	22.9245
N4258	22.9728
N4258	23.4744
N4258	23.9909
N4258	23.842
N4258	24.0654
N4258	23.1744
N4258	24.1347
N4258	23.4707
N4258	24.8693
N4258	23.6163
N4258	24.5781
N4258	23.8269
N4258	24.6476
N4258	24.3774
N4258	24.3422
N4258	24.4931
N4258	23.832
N4258	23.4812
N4258	23.8525
N4258	24.0023
N4258	24.5725
N4258	24.0883
N4258	23.1401
N4258	23.7559
N4258	24.3157
N4258	23.8202
N4258	23.1546
N4258	24.2631
N4258	22.9287
N4258	22.5056
N4258	23.9318
N4258	23.8794
N4258	24.7485
N4258	24.247
N4258	22.2233
N4258	21.4088
N4258	22.4609
N4258	22.3172
N4258	23.1492
N4258	23.086
N4258	23.9345
N4258	23.4976
N4258	24.4065
N4258	24.0898
N4258	24.4725
N4258	23.0865
N4258	22.3577
N4258	22.8008
N4258	23.8366
N4258	22.2418
N4258	23.8271
N4258	22.0487
N4258	22.4412
N4258	22.3126
N4258	23.5598
N4258	22.0252
N4258	22.212
N4258	25.0388
N4258	21.4993
N4258	23.2016
N4258	24.0515
N4258	23.1437
N4258	21.0067
N4258	23.9609
N4258	22.0191
N4258	23.0677
N4258	21.6103
N4258	23.4412
N4258	22.8236
N4258	21.7216
N4258	22.8153
N4258	24.0677
N4258	22.6121
N4258	23.6219
N4258	23.4776
N4258	23.805
N4258	23.9334
N4258	23.0114
N4258	22.6125
N4258	21.8609
N4258	21.9067
N4258	22.932
N4258	23.5478
N4258	23.6499
N4258	22.8928
N4258	23.8072
N4258	22.8114
N4258	23.9699
N4258	22.7786
N4258	23.3556
N4258	24.2209
N4258	22.7717
N4258	22.2631
N4258	23.326
N4258	24.2008
N4258	24.2067
N4258	23.2022
N4258	23.4733
N4258	23.0187
N4258	23.6533
N4258	24.4655
N4258	20.8089
N4258	24.4825
N4258	22.3928
N4258	23.2675
N4258	24.2972
N4258	22.8216
N4258	23.7153
N4258	24.3472
N4258	21.8655
N4258	21.52
N4258	21.4379
N4258	20.3928
N4258	21.0614
N4258	22.3752
N4258	23.9663
N4258	20.203
N4258	20.9855
N4258	22.7204
N4258	21.5311
N4258	23.2966
N4258	22.3786
N4258	22.855
N4258	21.2084
N4258	22.4463
N4258	21.7929
N4258	23.7747
N4258	22.2583
N4258	21.8413
N4258	21.1899
N4258	23.1445
N4258	21.9866
N4258	21.9362
N4258	22.5689
N4258	21.4443
N4258	20.6724
N4258	21.7433
N4258	21.5937
N4258	22.2038
N4258	23.696
N4258	22.2775
N4258	21.0718
N4258	21.5703
N4258	23.5841
N4258	22.9333
N4258	23.9767
N4258	24.0148
N4258	22.7851
N4258	22.7936
N4258	24.4025
N4258	22.6993
N4258	24.0492
N4258	23.8787
N4258	23.2872
N4258	23.2205
N4258	23.9093
N4258	23.2178
N4258	23.948
N4258	23.7772
N4258	23.2215
N4258	24.2328
N4258	24.5418
N4258	23.4863
N4258	22.7218
N4258	23.085
N4258	23.1666
N4258	24.2875
N4258	23.9929
N4258	23.9028
N4258	24.2878
N4258	25.0417
N4258	23.5773
N4258	23.3241
N4258	24.0668
N4258	24.8957
N4258	24.7049
N4258	23.9096
N4258	23.7547
N4258	24.1096
N4258	24.5648
N4258	24.0361
N4258	24.0493
N4258	24.1806
N4258	24.3736
N4258	23.4081
N4258	23.7656
N4258	23.591
N4258	21.1578
N4258	24.3259
N4258	23.9907
N4258	23.1555
N4258	23.634
N4258	24.3217
N4258	24.425
N4258	24.0406
N4258	23.0609
N4258	24.6666
N4258	24.2984
N4258	23.7628
N4258	22.029
N4258	23.6047
N4258	24.1636
N4258	24.4597
N4258	23.8888
N4258	23.8074
N4258	23.8047
N4258	23.2618
N4258	23.9688
N4258	24.0966
N4258	23.8621
N4258	22.9122
N4258	24.1963
N4258	23.1204
N4258	23.7409
N4258	24.5616
N4258	23.9345
N4258	23.8068
N4258	24.4024
N4258	23.5662
N4258	24.3021
N4258	24.089
N4258	24.0348
N4258	24.2504
N4258	24.5748
N4258	24.7779
N4258	24.8931
N4258	25.2751
N4258	23.9413
N4258	24.6938
N4258	23.3973
N4258	23.4113
N4258	24.2914
N4258	24.283
N4258	23.2485
N4258	23.9895
N4258	23.4696
N4258	23.4994
N4258	24.094
N4258	22.7247
N4258	23.2729
N4258	24.3191
N4258	23.3662
N4258	24.1571
N4258	24.2862
N4258	24.7823
N4258	24.4437
N4258	23.2395
N4258	23.6839
N4258	23.7597
N4258	22.9307
N4258	23.7045
N4258	24.0889
N4258	23.4647
N4258	24.8769
N4258	23.765
N4258	22.5549
N4258	20.8394
N4258	21.507
N4258	22.0024
N4258	23.5519
N4258	22.8659
N4258	21.8558
N4258	21.1939
N4258	21.5776
N4258	23.6436
N4258	23.529
N4258	23.4542
N4258	23.348
N4258	23.1254
N4258	21.2887
N4258	21.5774
N4258	23.3112
N4258	22.9161
N4258	21.397
N4258	21.5633
M31	16.2129
M31	17.507
M31	17.6174
M31	18.5071
M31	18.1156
M31	17.9011
M31	17.4518
M31	17.4928
M31	18.5746
M31	17.746
M31	17.5383
M31	17.895
M31	17.3169
M31	17.9846
M31	17.8199
M31	18.002
M31	16.9761
M31	17.7719
M31	16.3821
M31	18.1607
M31	18.4724
M31	16.6321
M31	18.1118
M31	17.5709
M31	17.9392
M31	19.233
M31	18.2979
M31	18.3873
M31	18.4185
M31	18.4426
M31	18.3753
M31	18.512
M31	17.9071
M31	18.0486
M31	18.5611
M31	18.2315
M31	15.4259
M31	17.9555
M31	18.785
M31	18.0546
M31	18.532
M31	18.1578
M31	19.887
M31	19.166
M31	17.779
M31	17.8867
M31	17.8228
M31	17.3687
M31	17.497
M31	17.5971
M31	17.103
M31	17.1038
M31	16.566
M31	16.373
M31	16.999
LMC_GRND	9.20506
LMC_GRND	9.57013
LMC_GRND	10.0868
LMC_GRND	10.1815
LMC_GRND	10.3904
LMC_GRND	10.5238
LMC_GRND	10.4298
LMC_GRND	10.6658
LMC_GRND	10.5733
LMC_GRND	10.7652
LMC_GRND	10.8908
LMC_GRND	10.9757
LMC_GRND	10.8055
LMC_GRND	10.5374
LMC_GRND	11.1538
LMC_GRND	10.9136
LMC_GRND	10.8125
LMC_GRND	11.1273
LMC_GRND	11.1561
LMC_GRND	11.0024
LMC_GRND	11.0427
LMC_GRND	11.0643
LMC_GRND	10.9085
LMC_GRND	11.0754
LMC_GRND	11.1261
LMC_GRND	11.2216
LMC_GRND	11.1467
LMC_GRND	11.2849
LMC_GRND	11.273
LMC_GRND	11.4025
LMC_GRND	11.0985
LMC_GRND	11.2283
LMC_GRND	11.4415
LMC_GRND	11.5556
LMC_GRND	11.498
LMC_GRND	11.2695
LMC_GRND	11.731
LMC_GRND	11.5138
LMC_GRND	11.5871
LMC_GRND	11.5234
LMC_GRND	11.4452
LMC_GRND	11.7315
LMC_GRND	11.5638
LMC_GRND	11.6395
LMC_GRND	11.7172
LMC_GRND	11.5416
LMC_GRND	11.7782
LMC_GRND	11.8583
LMC_GRND	11.8847
LMC_GRND	11.8049
LMC_GRND	12.0346
LMC_GRND	12.0499
LMC_GRND	11.8451
LMC_GRND	12.0108
LMC_GRND	12.0383
LMC_GRND	11.8739
LMC_GRND	11.8136
LMC_GRND	12.1452
LMC_GRND	11.4894
LMC_GRND	12.1391
LMC_GRND	12.203
LMC_GRND	12.0612
LMC_GRND	12.0358
LMC_GRND	11.8928
LMC_GRND	12.053
LMC_GRND	12.1235
LMC_GRND	12.072
LMC_GRND	12.0598
LMC_GRND	12.0296
LMC_GRND	12.1424
LMC_GRND	12.1348
LMC_GRND	12.385
LMC_GRND	12.4204
LMC_GRND	12.0448
LMC_GRND	11.8727
LMC_GRND	12.3505
LMC_GRND	12.1836
LMC_GRND	12.3006
LMC_GRND	12.3581
LMC_GRND	11.9405
LMC_GRND	12.2963
LMC_GRND	12.2151
LMC_GRND	12.3135
LMC_GRND	12.0382
LMC_GRND	12.3053
LMC_GRND	12.3291
LMC_GRND	12.314
LMC_GRND	12.513
LMC_GRND	12.2585
LMC_GRND	12.2917
LMC_GRND	12.3853
LMC_GRND	11.9481
LMC_GRND	12.4867
LMC_GRND	12.5792
LMC_GRND	12.065
LMC_GRND	12.2751
LMC_GRND	12.5113
LMC_GRND	12.3061
LMC_GRND	12.4715
LMC_GRND	12.2401
LMC_GRND	12.5178
LMC_GRND	12.4503
LMC_GRND	12.8198
LMC_GRND	12.7176
LMC_GRND	12.5242
LMC_GRND	12.6061
LMC_GRND	12.5595
LMC_GRND	12.5488
LMC_GRND	12.8102
LMC_GRND	12.6878
LMC_GRND	12.71
LMC_GRND	12.6776
LMC_GRND	12.5257
LMC_GRND	12.4973
LMC_GRND	12.8219
LMC_GRND	12.667
LMC_GRND	12.7958
LMC_GRND	12.8492
LMC_GRND	12.5774
LMC_GRND	12.8012
LMC_GRND	12.7173
LMC_GRND	12.7557
LMC_GRND	12.7426
LMC_GRND	12.7882
LMC_GRND	12.849
LMC_GRND	12.6699
LMC_GRND	12.6982
LMC_GRND	12.5952
LMC_GRND	12.6552
LMC_GRND	12.7643
LMC_GRND	12.9185
LMC_GRND	12.9149
LMC_GRND	12.7457
LMC_GRND	12.669
LMC_GRND	12.619
LMC_GRND	12.7165
LMC_GRND	13.0133
LMC_GRND	12.594
LMC_GRND	12.6938
LMC_GRND	12.4859
LMC_GRND	12.899
LMC_GRND	12.872
LMC_GRND	12.8884
LMC_GRND	12.9606
LMC_GRND	12.8241
LMC_GRND	12.8755
LMC_GRND	12.9809
LMC_GRND	12.9001
LMC_GRND	12.9048
LMC_GRND	12.9576
LMC_GRND	12.8598
LMC_GRND	12.8547
LMC_GRND	12.9164
LMC_GRND	13.0292
LMC_GRND	12.8723
LMC_GRND	12.8348
LMC_GRND	13.0381
LMC_GRND	12.9541
LMC_GRND	12.966
LMC_GRND	13.1717
LMC_GRND	12.8971
LMC_GRND	13.1222
LMC_GRND	13.0697
LMC_GRND	12.9899
LMC_GRND	13.0564
LMC_GRND	12.8646
LMC_GRND	13.4771
LMC_GRND	13.0537
LMC_GRND	13.1036
LMC_GRND	13.1592
LMC_GRND	12.8965
LMC_GRND	13.0333
LMC_GRND	13.0486
LMC_GRND	13.1728
LMC_GRND	13.0125
LMC_GRND	13.0288
LMC_GRND	13.0073
LMC_GRND	13.1335
LMC_GRND	13.0802
LMC_GRND	13.1979
LMC_GRND	13.1913
LMC_GRND	13.32
LMC_GRND	13.1303
LMC_GRND	13.0858
LMC_GRND	13.2001
LMC_GRND	13.2827
LMC_GRND	12.9184
LMC_GRND	13.2595
LMC_GRND	13.2131
LMC_GRND	13.1988
LMC_GRND	13.2616
LMC_GRND	13.2029
LMC_GRND	13.3612
LMC_GRND	13.1069
LMC_GRND	13.22
LMC_GRND	13.1969
LMC_GRND	13.1813
LMC_GRND	13.1706
LMC_GRND	13.2028
LMC_GRND	13.2143
LMC_GRND	12.9614
LMC_GRND	13.1737
LMC_GRND	13.1749
LMC_GRND	13.2287
LMC_GRND	13.441
LMC_GRND	13.3554
LMC_GRND	13.2707
LMC_GRND	13.1582
LMC_GRND	12.7645
LMC_GRND	13.329
LMC_GRND	13.4886
LMC_GRND	13.3399
LMC_GRND	13.2877
LMC_GRND	13.357
LMC_GRND	13.3282
LMC_GRND	13.3116
LMC_GRND	13.394
LMC_GRND	13.4002
LMC_GRND	13.4124
LMC_GRND	13.536
LMC_GRND	13.445
LMC_GRND	13.4156
LMC_GRND	13.0696
LMC_GRND	13.4258
LMC_GRND	13.4717
LMC_GRND	13.6025
LMC_GRND	13.2359
LMC_GRND	13.3411
LMC_GRND	13.407
LMC_GRND	13.3143
LMC_GRND	13.5234
LMC_GRND	13.532
LMC_GRND	13.4445
LMC_GRND	13.3961
LMC_GRND	13.3785
LMC_GRND	13.3454
LMC_GRND	13.3427
LMC_GRND	13.3341
LMC_GRND	13.0414
LMC_GRND	13.4509
LMC_GRND	13.548
LMC_GRND	13.5768
LMC_GRND	13.5179
LMC_GRND	13.3435
LMC_GRND	13.537
LMC_GRND	13.5631
LMC_GRND	13.5896
LMC_GRND	13.5228
LMC_GRND	13.2848
LMC_GRND	13.5508
LMC_GRND	13.3757
LMC_GRND	13.0907
LMC_GRND	13.4468
LMC_GRND	13.4173
LMC_GRND	13.5581
LMC_GRND	13.6535
LMC_GRND	13.5526
LMC_GRND	13.5574
LMC_GRND	12.784
LMC_GRND	13.5429
LMC_GRND	13.3535
LMC_GRND	13.4773
LMC_GRND	13.679
LMC_GRND	13.5026
LMC_GRND	13.3865
LMC_GRND	13.5388
LMC_GRND	13.4905
LMC_GRND	13.4401
LMC_GRND	13.4402
LMC_GRND	13.6474
LMC_HST	10.9666
LMC_HST	11.407
LMC_HST	10.788
LMC_HST	10.5989
LMC_HST	10.8245
LMC_HST	11.896
LMC_HST	10.8959
LMC_HST	13.172
LMC_HST	12.3083
LMC_HST	12.0564
LMC_HST	11.5521
LMC_HST	12.5418
LMC_HST	12.0046
LMC_HST	13.0104
LMC_HST	12.5666
LMC_HST	11.8848
LMC_HST	12.551
LMC_HST	12.3603
LMC_HST	12.37
LMC_HST	11.5606
LMC_HST	11.3145
LMC_HST	12.6264
LMC_HST	11.7924
LMC_HST	12.1083
LMC_HST	12.7973
LMC_HST	13.028
LMC_HST	12.9181
LMC_HST	12.3187
LMC_HST	10.484
LMC_HST	12.3475
LMC_HST	11.8514
LMC_HST	12.3825
LMC_HST	12.5302
LMC_HST	11.0534
LMC_HST	10.0679
LMC_HST	12.1208
LMC_HST	11.8736
LMC_HST	11.0616
LMC_HST	11.7074
LMC_HST	12.4104
LMC_HST	12.8528
LMC_HST	13.2229
LMC_HST	13.2409
LMC_HST	13.089
LMC_HST	13.1028
LMC_HST	12.8038
LMC_HST	13.311
LMC_HST	12.6699
LMC_HST	13.0081
LMC_HST	13.3689
LMC_HST	12.8727
LMC_HST	13.1699
LMC_HST	12.3067
LMC_HST	12.2486
LMC_HST	11.4916
LMC_HST	12.1986
LMC_HST	10.9275
LMC_HST	12.1106
LMC_HST	12.8467
LMC_HST	11.4635
LMC_HST	12.3576
LMC_HST	13.3578
LMC_HST	12.9186
LMC_HST	13.1937
LMC_HST	13.1239
LMC_HST	12.9393
LMC_HST	12.9999
LMC_HST	11.326
LMC_HST	13.1675
SMC	13.4532
SMC	13.5481
SMC	13.5503
SMC	13.5321
SMC	13.8407
SMC	13.6388
SMC	13.702
SMC	13.4724
SMC	13.726
SMC	13.5672
SMC	13.6569
SMC	13.673
SMC	13.3928
SMC	13.4591
SMC	13.3864
SMC	13.6869
SMC	13.8784
SMC	13.7169
SMC	13.5199
SMC	13.5711
SMC	13.4929
SMC	13.2687
SMC	13.542
SMC	13.6474
SMC	13.486
SMC	13.5084
SMC	13.4293
SMC	13.4668
SMC	13.3421
SMC	13.5529
SMC	13.357
SMC	13.4474
SMC	13.4567
SMC	13.4362
SMC	13.4393
SMC	13.5139
SMC	13.2763
SMC	13.347
SMC	13.6862
SMC	13.3908
SMC	13.545
SMC	13.3172
