Source	Data
SMC	13.1147
SMC	13.5931
SMC	13.1759
SMC	13.4249
SMC	13.5221
SMC	13.4503
SMC	13.375
SMC	13.1833
SMC	13.2613
SMC	13.3566
SMC	13.5228
SMC	13.0946
SMC	13.2936
SMC	13.4251
SMC	13.5708
SMC	13.2396
SMC	13.2283
SMC	13.2056
SMC	13.3603
SMC	13.1128
SMC	13.2377
SMC	13.0413
SMC	12.9749
SMC	13.3454
SMC	13.2436
SMC	13.3503
SMC	13.4227
SMC	13.1956
SMC	13.2726
SMC	13.3842
SMC	13.0794
SMC	13.0568
SMC	13.2253
SMC	12.842
SMC	13.0451
SMC	13.0792
SMC	12.7668
SMC	13.0252
SMC	13.0471
SMC	12.7829
SMC	12.8081
SMC	12.6818
SMC	12.9265
SMC	12.7159
SMC	12.6601
SMC	12.7809
SMC	12.8557
SMC	12.5295
SMC	13.0056
SMC	12.8014
SMC	12.86
SMC	12.7894
SMC	12.9829
SMC	12.6866
SMC	12.914
SMC	12.6272
SMC	12.8055
SMC	12.6228
SMC	12.6719
SMC	12.6814
SMC	12.5895
SMC	12.8628
SMC	12.7303
SMC	12.6789
SMC	12.8827
SMC	12.8216
SMC	12.7873
SMC	12.6139
SMC	12.6837
SMC	12.5339
SMC	12.4742
SMC	12.4121
SMC	12.2236
SMC	12.2891
SMC	12.2697
SMC	12.1832
SMC	12.3954
SMC	12.0277
SMC	12.1448
SMC	12.0368
SMC	12.0658
SMC	11.8963
SMC	11.9037
SMC	11.9005
SMC	12.0242
SMC	12.1443
SMC	12.0906
SMC	12.2463
SMC	11.3754
SMC	11.5474
SMC	11.4071
SMC	11.2994
SMC	11.3618
SMC	11.4016
SMC	11.3064
SMC	11.1135
SMC	11.0187
SMC	10.9207
SMC	10.8484
SMC	10.8544
SMC	10.7111
M101_2011fe_51	9.752
M101_2011fe_56	9.808
M1337_2006D_57	13.646
M1337_2006D_5	13.648
M1337_2006D_64	13.67
N0691_2005W_5	13.602
N1015_2009ig_51	13.499
N1015_2009ig_56	13.124
N1015_2009ig_66	13.427
N105A_2007A_5	15.214
N105A_2007A_65	15.287
N1309_2002fk_57	13.22
N1309_2002fk_63	13.198
N1365_2012fr_56	11.885
N1365_2012fr_5	11.915
N1448_2001el_50	12.254
N1448_2021pit_56	11.752
N1559_2005df_50	12.148
N1559_2005df_50	12.133
N2442_2015F_56	12.198
N2442_2015F_5	12.271
N2525_2018gv_51	12.822
N2525_2018gv_150	12.667
N2525_2018gv_18	12.695
N2608_2001bg_57	13.443
N3021_1995al_61	13.114
N3147_2008fv_50	13.936
N3147_1997bq_62	13.821
N3147_2021hpr_57	13.843
N3254_2019np_150	13.188
N3254_2019np_18	13.215
N3370_1994ae_61	12.937
N3447_2012ht_56	12.684
N3447_2012ht_5	12.787
N3583_ASASSN15so_150	13.509
N3972_2011by_51	12.548
N3982_1998aq_50	12.252
N4038_2007sr_57	12.434
N4038_2007sr_64	12.383
N4424_2012cg_51	11.478
N4424_2012cg_56	11.496
N4536_1981B_50	11.551
N4639_1990N_50	12.454
N4680_1997bp_62	13.173
N5468_2002cr_57	13.986
N5468_2002cr_63	14.001
N5468_1999cp_57	13.792
N5468_1999cp_50	13.969
N5584_2007af_57	12.822
N5584_2007af_56	12.754
N5584_2007af_5	12.852
N5584_2007af_64	12.787
N5643_2013aa_56	11.214
N5643_2013aa_5	11.29
N5643_2017cbv_5	11.15
N5643_2017cbv_18	11.265
N5728_2009Y_56	13.394
N5728_2009Y_5	13.494
N5728_2009Y_65	13.655
N5861_2017erp_51	12.949
N5861_2017erp_150	12.928
N5861_2017erp_18	12.958
N5917_2005cf_57	13.074
N5917_2005cf_56	13.085
N5917_2005cf_64	13.077
N7250_2013dy_51	12.254
N7250_2013dy_56	12.313
N7329_2006bh_5	14.03
N7541_1998dh_57	13.467
N7541_1998dh_62	13.369
N7678_2002dp_57	14.047
N7678_2002dp_63	14.134
N976A_1999dq_57	14.274
N976A_1999dq_62	14.227
U9391_2003du_57	13.551
U9391_2003du_63	13.499
U9391_2003du_50	13.525
2000dn_57	-28.4675
2001eh_57	-28.5395
2002de_57	-28.6655
2003fa_57	-28.7195
2004ef_57	-28.557
2002eb_57	-28.591
2003gn_57	-28.304
2003he_57	-28.566
2005M_57	-28.45
2006gr_57	-28.4455
2007co_57	-28.511
2001cj_57	-28.456
2004as_57	-28.537
2004bk_57	-28.684
2005na_57	-28.756
2007cq_57	-28.661
2007O_57	-28.704
1999gp_57	-28.5355
2000cw_57	-28.4225
2001ck_57	-28.6225
2005eq_57	-28.4265
2006ac_57	-28.6095
2006en_57	-28.5355
2007qe_57	-28.4895
2008ar_57	-28.5075
2008dr_57	-28.432
2007jg_51	-28.229
2008gp_51	-28.5705
2007kk_51	-28.6045
2008gg_51	-28.481
2009D_51	-28.5455
2010ao_51	-28.597
2014bj_51	-28.3345
2007F_51	-28.6415
2008eq_51	-28.4455
2008Y_51	-28.69
2012bh_51	-28.474
2016fbk_51	-28.499
2007bd_51	-28.6545
2010ii_51	-28.784
PS1-14xw_56	-28.4775
2007cq_56	-28.836
2011hb_56	-28.6455
2009cz_56	-28.6595
2013fn_56	-28.57
2011dn_56	-29.217
LSQ12gdj_56	-28.9335
2007co_56	-28.747
2005hj_5	-28.5165
2008hj_5	-28.5955
2008cf_5	-28.579
2008gg_5	-28.612
2005eq_5	-28.3775
2005ir_5	-28.5725
2007jg_5	-28.347
2009D_5	-28.6135
2008bz_5	-28.49
2007ux_5	-28.3705
2009ad_5	-28.6065
2005ag_5	-28.609
2005na_5	-28.756
2006ot_5	-28.4335
2006lu_5	-28.4945
2004ef_5	-28.596
2009cz_5	-28.6595
2005hc_5	-28.494
2009aa_5	-28.6085
2005bg_5	-28.59
2005iq_5	-28.4555
2007bd_5	-28.5725
2005ku_5	-28.6515
2008bq_5	-28.461
2008ar_5	-28.6555
2005M_5	-28.636
2007hx_5	-28.149
2001eh_63	-28.5535
2003cq_63	-28.4985
2004L_63	-28.4965
2006gr_64	-28.4265
2007qe_64	-28.5805
2005eq_64	-28.3725
2007ae_64	-28.725
2007bd_64	-28.6665
2003fa_63	-28.6545
2004as_63	-28.379
2006sr_64	-28.5655
2006az_64	-28.717
2001ah_63	-28.591
2005hc_64	-28.544
2006S_64	-28.427
2006cf_64	-28.5545
2006te_64	-28.5425
2003it_63	-28.5925
2004ef_64	-28.602
2005lz_64	-28.716
2006en_64	-28.4985
2006oa_64	-28.6005
2007F_64	-28.4995
2001az_63	-28.445
2005M_64	-28.912
2006ac_64	-28.6455
2003kc_63	-28.534
2005ms_64	-28.494
2007co_64	-28.628
2002hu_63	-28.569
2005iq_64	-28.4405
2007O_64	-28.737
2005na_64	-28.718
2006cq_64	-28.5965
2007cq_64	-28.822
2010dt_66	-28.4955
1995ac_61	-28.814
1999gp_62	-28.5555
2007sw_65	-28.762
2009D_65	-28.6755
1999cc_62	-28.561
2008ar_65	-28.5845
2008050_65	-28.764
1996C_61	-28.481
2007kh_65	-28.681
2009ad_65	-28.5745
2008051_65	-28.6185
2007kk_65	-28.6495
2008fr_65	-28.5
2000cf_62	-28.4865
2008gb_65	-28.497
1998ab_62	-29.019
2008Y_65	-28.708
2009bv_65	-28.3585
2008bz_65	-28.46
2008hj_65	-28.6385
2010ag_66	-28.4815
2009do_65	-28.7175
2007is_65	-28.6205
2008cf_65	-28.57
1994T_61	-28.5405
1996bl_61	-28.6495
000190_15	-28.424
010026_15	-28.555
160099_15	-28.5235
180166_15	-28.5405
490008_15	-28.5895
340229_15	-28.552
370333_15	-28.514
000014_15	-28.5315
020027_15	-28.4365
560033_15	-28.6425
500038_15	-28.558
350316_15	-28.669
360156_15	-28.5345
090275_15	-28.546
190340_15	-28.525
370066_15	-28.534
590194_15	-28.6285
140181_15	-28.588
300105_15	-28.4335
490007_15	-28.5675
2992_1	-28.8345
13796_1	-28.7315
14024_1	-28.57
14871_1	-28.6045
17497_1	-28.5685
19775_1	-28.518
15171_1	-28.595
17629_1	-28.671
744_1	-28.6635
15234_1	-28.419
18602_1	-28.5655
19543_1	-28.4555
6057_1	-28.6935
12950_1	-28.597
13736_1	-28.5615
16021_1	-28.664
6406_1	-28.638
8719_1	-28.602
15508_1	-28.6225
20625_1	-28.4855
1794_1	-28.413
2635_1	-28.581
17366_1	-28.6585
18855_1	-28.565
20084_1	-28.513
5395_1	-28.5115
18612_1	-28.704
21034_1	-28.4635
1241_1	-28.733
8921_1	-28.6305
12779_1	-28.4635
13044_1	-28.542
18697_1	-28.675
19953_1	-28.6575
2561_1	-28.59
3592_1	-28.592
18650_1	-28.4425
ASASSN-15hg_150	-28.5195
ASASSN-15mg_150	-28.5895
ASASSN-15pr_150	-28.3435
ASASSN-15ss_150	-28.477
ASASSN-15tz_150	-28.5825
ASASSN-16hr_150	-28.658
ASASSN-16oz_150	-28.74
AT2016cvv_150	-28.3915
AT2016htm_150	-28.6595
ATLAS17bas_150	-28.953
Gaia16bba_150	-28.622
MASTERJ0134_150	-28.6445
PS15asb_150	-28.7275
PS15bzz_150	-28.7235
PS15cms_150	-28.478
PS15cze_150	-28.175
PS16axi_150	-28.6245
PS16cvc_150	-28.304
PS16fbb_150	-28.3745
PS17bii_150	-28.6565
PTSS-16efw_150	-28.2145
SN2016gmb_150	-28.5965
SN2016hpx_150	-28.632
ASASSN-15fs_150	-28.7625
ASASSN-15mi_150	-28.9045
ASASSN-15nr_150	-28.681
ASASSN-15pm_150	-28.7585
ASASSN-15sf_150	-28.367
ASASSN-15tg_150	-28.565
ASASSN-16dw_150	-28.585
ASASSN-16hz_150	-28.819
AT2016htn_150	-28.4655
AT2017yk_150	-28.3065
Gaia16agf_150	-28.451
PS15ahs_150	-28.4925
PS15bsq_150	-28.5445
PS16ayd_150	-28.5475
PS16ccn_150	-28.442
PS16dnp_150	-28.3585
PS16evk_150	-28.41
PSNJ0153424_150	-28.5275
PSNJ0859349_150	-28.544
SN2016glp_150	-28.423
SN2016grz_150	-28.618
SN2016ixf_150	-28.4455
SN2017mf_150	-28.4335
ASASSN-15bc_150	-28.6105
ASASSN-15jl_150	-28.5315
ASASSN-15la_150	-28.933
ASASSN-15np_150	-28.6115
ASASSN-16db_150	-28.6745
ASASSN-16hc_150	-28.685
ASASSN-17at_150	-28.5885
AT2016hns_150	-28.5775
AT2017lm_150	-28.5315
AT2017po_150	-28.668
ATLAS17axb_150	-28.607
CSS160428_150	-28.4665
Gaia16aki_150	-28.5375
iPTF17dz_150	-28.3435
PS15aii_150	-28.506
PS15bbn_150	-28.301
PS15bwh_150	-28.7705
PS16aer_150	-28.4575
PS16el_150	-28.7055
PS16fa_150	-28.4915
PS17akj_150	-28.5375
PSNJ0252467_150	-28.5615
PSNJ1204051_150	-28.5345
SN2017cii_150	-28.43
SN2017hn_150	-28.6445
SN2017ms_150	-28.617
ASASSN-16hh_18	-28.548
1992bl_50	-28.6205
1993B_50	-28.6825
1992bs_50	-28.4055
2000bh_50	-28.6995
1992bg_50	-28.5255
1992bh_50	-28.3935
2000ca_50	-28.661
2002bf_50	-28.7765
1990O_50	-28.6375
1992P_50	-28.5435
MHW1_HST	-5.80388
MHW1_Gaia	-5.90341
ZW_MW	-0.215
grnd	0
mu_N4258	29.398
mu_LMC	18.477
